Genre,Sub-genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (Seconds)
R&B,New Jack Swing,0.897,0.601,D,-5.608,Major,0.187,0.0264,1.37e-6,0.322,0.425,105.562,182.04
R&B,New Jack Swing,0.677,0.525,E,-6.429,Major,0.0344,0.126,0,0.296,0.664,130.218,255.093
R&B,New Jack Swing,0.658,0.55,A,-6.705,Major,0.0302,0.457,7.28e-4,0.114,0.727,168.289,277.493
R&B,New Jack Swing,0.757,0.496,B,-8.031,Minor,0.0467,0.00219,9.27e-5,0.0395,0.862,107.963,221.4
R&B,New Jack Swing,0.811,0.859,C sharp/D flat,-6.344,Major,0.111,0.0545,0,0.536,0.758,107.955,274.135
R&B,New Jack Swing,0.752,0.879,A sharp/B flat,-5.273,Minor,0.0513,0.0056,4.27e-4,0.0807,0.807,110.142,284.507
R&B,New Jack Swing,0.791,0.652,A sharp/B flat,-7.098,Minor,0.0584,0.00218,0.0145,0.0562,0.658,110.867,263.8
R&B,New Jack Swing,0.897,0.601,D,-5.608,Major,0.187,0.0264,1.37e-6,0.322,0.425,105.562,182.04
R&B,New Jack Swing,0.717,0.819,B,-3.195,Major,0.104,0.149,0,0.191,0.588,101.011,229.693
R&B,New Jack Swing,0.814,0.827,F,-2.969,Major,0.111,0.107,0,0.118,0.624,95.272,284.133
R&B,New Jack Swing,0.87,0.92,A,-2.858,Minor,0.0538,0.00819,8.38e-4,0.083,0.852,99.123,266.493
R&B,New Jack Swing,0.718,0.809,B,-8.579,Major,0.0503,0.00957,4.86e-6,0.0718,0.772,105.124,276.533
R&B,New Jack Swing,0.837,0.669,F sharp/G flat,-7.312,Minor,0.203,0.00188,0.00157,0.599,0.761,111.871,262.053
R&B,New Jack Swing,0.797,0.942,D,-7.146,Major,0.196,0.0969,0,0.257,0.666,117.189,298.493
R&B,New Jack Swing,0.802,0.827,F,-5.14,Minor,0.125,0.063,0.00309,0.28,0.619,92.98,270.947
R&B,New Jack Swing,0.816,0.869,B,-10.639,Major,0.0562,0.045,0,0.381,0.661,101.545,303.048
R&B,New Jack Swing,0.75,0.702,A sharp/B flat,-7.769,Minor,0.0597,0.298,0.35,0.0498,0.884,97.534,243.694
R&B,New Jack Swing,0.79,0.684,C sharp/D flat,-8.917,Major,0.0428,0.0179,4.99e-6,0.171,0.783,108.168,395.214
R&B,New Jack Swing,0.802,0.834,B,-8.479,Minor,0.0718,0.00561,0.023,0.103,0.78,108.308,264.147
R&B,New Jack Swing,0.637,0.672,C sharp/D flat,-5.132,Minor,0.122,0.00455,0.0247,0.0468,0.838,202.091,216.912
R&B,New Jack Swing,0.746,0.804,A sharp/B flat,-7.167,Minor,0.0424,0.00618,0.02,0.0536,0.662,110.07,322
R&B,New Jack Swing,0.868,0.699,B,-11.614,Minor,0.0792,0.0241,6.3e-5,0.0606,0.514,127.15,265.4
R&B,New Jack Swing,0.813,0.582,G,-8.529,Major,0.156,0.086,1.54e-4,0.0451,0.685,100.968,229.16
R&B,New Jack Swing,0.804,0.707,F,-10.629,Major,0.0777,0.236,2.15e-6,0.357,0.831,108.36,245.293
R&B,New Jack Swing,0.725,0.693,G,-11.845,Major,0.073,0.0566,0.0704,0.124,0.834,102.341,257.83
R&B,New Jack Swing,0.812,0.834,F sharp/G flat,-7.722,Major,0.0375,0.0663,4.43e-4,0.115,0.817,106.425,196.88
R&B,New Jack Swing,0.586,0.668,B,-8.245,Minor,0.0595,0.00247,5.86e-5,0.11,0.564,188.292,271.28
R&B,New Jack Swing,0.674,0.707,A sharp/B flat,-10.799,Minor,0.0343,0.00265,0.00214,0.352,0.712,104.854,336.56
R&B,New Jack Swing,0.788,0.702,C sharp/D flat,-7.331,Major,0.0652,0.0177,0,0.42,0.774,103.654,237.547
R&B,New Jack Swing,0.602,0.658,C sharp/D flat,-10.798,Minor,0.356,0.00354,0.0129,0.337,0.658,202.084,246.533
R&B,New Jack Swing,0.816,0.547,A,-11.774,Major,0.0427,0.148,0.0032,0.0228,0.887,108.744,289.44
R&B,New Jack Swing,0.757,0.837,C sharp/D flat,-7.012,Major,0.0501,0.00121,9.63e-4,0.213,0.834,112.995,276.507
R&B,New Jack Swing,0.811,0.524,G,-7.81,Minor,0.053900000000000003,0.464,2.05e-6,0.0635,0.778,98.929,303.494
R&B,New Jack Swing,0.734,0.621,E,-9.819,Minor,0.0756,0.0446,7.06e-6,0.401,0.481,94.785,240.013
R&B,New Jack Swing,0.679,0.883,A,-5.847,Major,0.103,0.00648,0.00716,0.0687,0.594,102.687,225.373
R&B,New Jack Swing,0.73,0.734,G sharp/A flat,-11.069,Minor,0.0605,0.0185,0.195,0.103,0.85,104.268,225.293
R&B,New Jack Swing,0.708,0.816,B,-7.974,Minor,0.198,0.0425,2.51e-4,0.599,0.58,99.882,228.587
R&B,New Jack Swing,0.728,0.808,B,-6.399,Minor,0.14,0.128,0,0.246,0.486,97.522,280.333
R&B,New Jack Swing,0.794,0.785,B,-9.939,Minor,0.0729,0.012,0.0384,0.208,0.581,106.278,260.4
R&B,New Jack Swing,0.776,0.828,C sharp/D flat,-8.861,Major,0.0536,1.08e-4,9.59e-6,0.21,0.736,102.393,408.333
R&B,New Jack Swing,0.621,0.696,C sharp/D flat,-9.832,Major,0.151,0.0272,0.0108,0.0619,0.621,191.818,309.773
R&B,New Jack Swing,0.734,0.751,B,-5.186,Minor,0.106,0.0529,5.91e-4,0.279,0.5,99.251,136.829
R&B,New Jack Swing,0.789,0.817,B,-7.199,Major,0.0679,0.108,0.00779,0.06,0.952,110.099,181.081
R&B,New Jack Swing,0.711,0.703,D,-10.744,Minor,0.0523,6.48e-4,2.33e-6,0.313,0.739,106.698,246.56
R&B,New Jack Swing,0.819,0.497,C,-15.495,Minor,0.113,0.194,0,0.0761,0.752,103.307,264.893
R&B,New Jack Swing,0.798,0.794,C sharp/D flat,-5.637,Major,0.044,0.0119,1.39e-4,0.271,0.781,94.967,246.32
R&B,New Jack Swing,0.697,0.544,F sharp/G flat,-8.879,Major,0.0602,0.00185,0,0.223,0.526,94.303,318.933
R&B,New Jack Swing,0.816,0.765,C sharp/D flat,-6.542,Minor,0.0383,0.0272,2.01e-5,0.0352,0.824,111.747,310.493
R&B,New Jack Swing,0.851,0.599,A sharp/B flat,-8.503,Minor,0.163,0.0418,1.13e-4,0.22,0.667,99.347,254.867
R&B,New Jack Swing,0.881,0.452,A,-11.308,Minor,0.0454,0.203,5.11e-6,0.139,0.887,95.005,222.067
R&B,New Jack Swing,0.701,0.697,A sharp/B flat,-12.643,Minor,0.0912,8.88e-4,0.485,0.301,0.617,108.554,256.427
R&B,New Jack Swing,0.688,0.719,B,-6.038,Major,0.0582,0.0363,1.29e-6,0.297,0.653,97.75,287.867
R&B,New Jack Swing,0.795,0.8,F sharp/G flat,-5.585,Minor,0.131,0.00126,1.45e-5,0.0382,0.654,110.955,121.783
R&B,New Jack Swing,0.683,0.527,A sharp/B flat,-13.904,Minor,0.174,0.13,0,0.355,0.645,104.506,210.6
R&B,New Jack Swing,0.783,0.659,B,-9.22,Major,0.0412,0.0954,0.00326,0.141,0.925,101.745,306.56
R&B,New Jack Swing,0.704,0.839,G sharp/A flat,-6.54,Major,0.0474,0.00493,5.44e-6,0.0566,0.769,103.846,240.234
R&B,New Jack Swing,0.733,0.799,F,-8.759,Minor,0.0477,0.0708,1.67e-6,0.214,0.955,103.446,335.32
R&B,New Jack Swing,0.706,0.71,D,-11.686,Minor,0.0292,0.014,0.15,0.0886,0.961,102.065,271.6
R&B,New Jack Swing,0.782,0.751,B,-7.807,Minor,0.0491,0.0791,0.018,0.0769,0.79,105.04,300.44
R&B,New Jack Swing,0.723,0.768,G sharp/A flat,-7.993,Major,0.0328,0.0889,5.67e-4,0.0305,0.928,109.651,231.573
R&B,New Jack Swing,0.717,0.634,F,-7.736,Minor,0.036,0.115,0,0.0782,0.896,178.064,273.933
R&B,New Jack Swing,0.665,0.796,A sharp/B flat,-8.341,Minor,0.0592,0.0412,0.00496,0.357,0.562,98.575,75.44
R&B,New Jack Swing,0.824,0.683,G sharp/A flat,-7.87,Minor,0.0554,0.0144,0.398,0.0685,0.78,110.022,261.227
R&B,New Jack Swing,0.778,0.784,B,-4.092,Minor,0.0384,0.126,0.0049,0.168,0.893,107.22,254.973
R&B,New Jack Swing,0.671,0.672,G,-10.179,Major,0.0805,0.0308,0,0.37,0.423,95.028,235.373
R&B,New Jack Swing,0.719,0.784,A sharp/B flat,-5.474,Minor,0.084,0.102,0,0.142,0.684,96.536,239.547
R&B,New Jack Swing,0.85,0.674,A sharp/B flat,-9.045,Minor,0.0362,0.0517,0.00558,0.151,0.832,95.128,269.307
R&B,New Jack Swing,0.803,0.557,A sharp/B flat,-8.446,Minor,0.0404,0.151,7.64e-6,0.0428,0.777,89.134,307.067
R&B,New Jack Swing,0.698,0.664,C sharp/D flat,-9.832,Major,0.0326,0.0111,7.59e-6,0.183,0.526,96.017,225.107
R&B,New Jack Swing,0.503,0.578,F,-8.936,Major,0.0462,0.556,0,0.0961,0.574,181.031,258.093
R&B,New Jack Swing,0.741,0.737,A sharp/B flat,-6.703,Major,0.0303,0.0707,0.215,0.0718,0.655,97.259,248.827
R&B,New Jack Swing,0.793,0.762,G,-4.584,Major,0.0599,0.0113,3.82e-6,0.032,0.794,97.739,332.427
R&B,New Jack Swing,0.741,0.752,A,-7.009,Minor,0.0359,0.0411,0.0012,0.0233,0.942,114.851,248.093
R&B,New Jack Swing,0.811,0.53,D,-8.537,Minor,0.0355,0.0067,0.0285,0.0801,0.75,107.853,307
R&B,New Jack Swing,0.701,0.705,F,-6.18,Major,0.0357,0.18,0,0.141,0.71,100.669,232.96
R&B,New Jack Swing,0.763,0.667,F,-8.588,Major,0.0547,0.0387,0,0.0556,0.703,94.52,200.24
R&B,New Jack Swing,0.704,0.724,F,-8.045,Major,0.0313,0.0747,7.17e-6,0.125,0.894,92.928,229.4
R&B,New Jack Swing,0.722,0.842,F,-8.745,Minor,0.126,0.00955,8.45e-6,0.178,0.751,93.954,257.973
R&B,New Jack Swing,0.888,0.822,F,-6.843,Minor,0.219,0.0025,0.0197,0.303,0.233,102.753,312.36
R&B,New Jack Swing,0.79,0.64,D,-6.222,Major,0.0503,0.126,2.63e-6,0.131,0.657,107.814,265.76
R&B,New Jack Swing,0.79,0.766,A sharp/B flat,-9.07,Minor,0.144,0.0203,1.09e-5,0.061,0.789,110.309,263
R&B,New Jack Swing,0.576,0.97,G,-7.667,Major,0.0608,0.00456,2.97e-4,0.0656,0.751,111.584,340.027
R&B,New Jack Swing,0.777,0.474,G,-6.917,Major,0.225,0.105,2.43e-4,0.155,0.336,96.084,229.52
R&B,New Jack Swing,0.721,0.62,C,-10.766,Major,0.0662,0.042,0.00113,0.0407,0.699,109.952,224.2
R&B,New Jack Swing,0.746,0.852,D,-9.676,Major,0.0606,0.0146,3.02e-5,0.26,0.76,114.165,235.32
R&B,New Jack Swing,0.893,0.433,B,-5.88,Minor,0.396,0.33,0,0.395,0.675,86.01,256.667
R&B,New Jack Swing,0.773,0.714,C,-3.983,Major,0.128,0.0854,2.31e-5,0.367,0.867,96.489,254.227
R&B,New Jack Swing,0.893,0.571,G,-17.621,Minor,0.142,0.012,0,0.201,0.684,114.874,287.973
R&B,New Jack Swing,0.402,0.205,F sharp/G flat,-11.232,Major,0.038,0.758,0,0.147,0.42,143.994,189.027
R&B,New Jack Swing,0.588,0.522,A,-6.254,Minor,0.0383,0.233,0,0.24,0.584,66.024,290.6
R&B,New Jack Swing,0.804,0.654,A sharp/B flat,-3.97,Minor,0.0411,0.103,4.22e-4,0.0759,0.854,103.01,242.427
R&B,New Jack Swing,0.83,0.783,C sharp/D flat,-4.313,Major,0.155,0.0414,0,0.235,0.814,102.823,204.24
R&B,New Jack Swing,0.837,0.859,A sharp/B flat,-6.027,Minor,0.0786,0.00288,0,0.112,0.632,102.788,204.413
R&B,New Jack Swing,0.808,0.749,G,-13.32,Major,0.115,0.0772,0,0.342,0.79,103.753,232.773
R&B,New Jack Swing,0.867,0.432,G,-7.466,Major,0.188,0.0119,0,0.069,0.88,94.017,225.319
R&B,New Jack Swing,0.708,0.602,D,-9.351,Major,0.0418,0.329,0.00237,0.128,0.721,143.813,296.105
R&B,New Jack Swing,0.94,0.662,G,-8.786,Major,0.292,0.0954,0,0.376,0.657,101.403,233.027
R&B,New Jack Swing,0.815,0.483,A sharp/B flat,-9.919,Minor,0.0873,0.25,5.29e-5,0.0841,0.855,98.996,276.267
R&B,New Jack Swing,0.668,0.89,B,-7.128,Major,0.036,0.0983,0.514,0.565,0.964,111.737,386.533
R&B,New Jack Swing,0.829,0.652,G,-8.693,Minor,0.108,0.067,0,0.0812,0.726,99.581,243.159
R&B,New Jack Swing,0.833,0.681,C sharp/D flat,-6.028,Minor,0.215,0.0956,0,0.0414,0.887,95.48,282.533
R&B,New Jack Swing,0.769,0.534,G sharp/A flat,-6.096,Minor,0.0468,0.522,0,0.057,0.895,81.729,304.36
R&B,New Jack Swing,0.617,0.678,F sharp/G flat,-6.774,Major,0.0415,0.263,0,0.323,0.656,132.313,380.36
R&B,New Jack Swing,0.724,0.485,F sharp/G flat,-5.919,Major,0.0376,0.256,1.35e-5,0.416,0.581,136.057,296.8
R&B,New Jack Swing,0.698,0.515,G sharp/A flat,-6.241,Minor,0.036,0.286,0,0.116,0.776,144.174,295.44
R&B,New Jack Swing,0.764,0.732,C sharp/D flat,-7.232,Major,0.139,0.0544,0,0.31,0.652,89.976,213.133
R&B,New Jack Swing,0.656,0.578,G,-8.97,Minor,0.0922,0.235,0,0.118,0.556,94.514,256.733
R&B,New Jack Swing,0.712,0.86,G,-10.076,Major,0.068,0.013,2.52e-5,0.252,0.664,110.137,325.435
R&B,New Jack Swing,0.71,0.817,C sharp/D flat,-9.556,Major,0.0672,5.31e-4,1.87e-6,0.168,0.928,113.874,343.04
R&B,New Jack Swing,0.742,0.708,C sharp/D flat,-9.372,Major,0.039,0.0215,0.00212,0.064,0.869,112.915,267.547
R&B,New Jack Swing,0.651,0.746,D,-9.24,Major,0.0371,0.00584,2.84e-4,0.034,0.567,90.171,301.707
R&B,New Jack Swing,0.702,0.89,C sharp/D flat,-4.901,Major,0.035,0.00462,0.228,0.0968,0.468,110.24,263.44
R&B,New Jack Swing,0.911,0.913,F sharp/G flat,-5.328,Minor,0.324,0.186,0,0.501,0.834,114.052,272.16
R&B,New Jack Swing,0.906,0.382,A,-13.632,Minor,0.282,0.0782,3.21e-5,0.113,0.63,126.073,338.533
R&B,New Jack Swing,0.813,0.863,F sharp/G flat,-9.609,Minor,0.186,0.0285,0.00136,0.416,0.56,137.997,280.293
R&B,New Jack Swing,0.804,0.864,F sharp/G flat,-7.148,Major,0.125,0.0658,0,0.0609,0.765,105.414,249.827
R&B,New Jack Swing,0.832,0.726,B,-7.739,Minor,0.191,0.0283,0,0.0468,0.548,106.118,239.733
R&B,New Jack Swing,0.841,0.911,G,-5.474,Major,0.186,0.0301,0,0.351,0.654,119.757,221.753
R&B,New Jack Swing,0.707,0.771,C sharp/D flat,-7.559,Major,0.0368,0.157,0,0.113,0.698,107.829,275.067
R&B,New Jack Swing,0.817,0.504,E,-13.482,Minor,0.043,0.169,0.0062,0.0292,0.895,108.752,296.36
R&B,New Jack Swing,0.814,0.7,A sharp/B flat,-12.335,Minor,0.0961,0.00135,0.0854,0.24,0.903,111.416,263.173
R&B,New Jack Swing,0.821,0.79,A sharp/B flat,-9.019,Minor,0.0645,0.0883,2.18e-4,0.0552,0.656,115.214,404.733
R&B,New Jack Swing,0.844,0.755,B,-8.876,Minor,0.0907,0.00355,3.98e-6,0.298,0.906,133.159,256.453
R&B,New Jack Swing,0.614,0.752,G,-6.271,Major,0.0652,0.00328,0,0.379,0.444,95.018,237.093
R&B,New Jack Swing,0.701,0.73,F sharp/G flat,-7.45,Major,0.0486,0.0334,0.0161,0.232,0.765,92.185,166.693
R&B,New Jack Swing,0.808,0.535,A sharp/B flat,-11.47,Minor,0.206,0.381,0.0358,0.111,0.611,95,294
R&B,New Jack Swing,0.772,0.686,C sharp/D flat,-4.715,Minor,0.0405,0.0555,1.07e-4,0.0725,0.347,98,236.907
R&B,New Jack Swing,0.706,0.888,D,-6.959,Major,0.0654,0.119,9.64e-5,0.07,0.714,121.549,253.733
R&B,New Jack Swing,0.735,0.301,F sharp/G flat,-9.889,Major,0.0312,0.203,0,0.125,0.544,130.134,252.507
R&B,New Jack Swing,0.817,0.584,G,-9.839,Major,0.181,0.444,0.00451,0.205,0.504,99.932,229.373
R&B,New Jack Swing,0.764,0.594,F sharp/G flat,-10.05,Major,0.185,0.591,0,0.145,0.695,87.261,286.441
R&B,New Jack Swing,0.797,0.622,F sharp/G flat,-5.642,Minor,0.29,0.0807,0,0.0841,0.731,93.02,284
R&B,New Jack Swing,0.597,0.629,C sharp/D flat,-8.119,Major,0.119,0.0228,0,0.327,0.782,93.766,228.693
R&B,New Jack Swing,0.761,0.782,A sharp/B flat,-6.58,Minor,0.0601,0.139,0,0.0648,0.766,101.886,174.667
R&B,New Jack Swing,0.831,0.436,G,-8.608,Major,0.0566,0.0103,0,0.104,0.751,99.492,246.6
R&B,New Jack Swing,0.67,0.716,G,-7.636,Major,0.106,0.0285,0,0.128,0.722,172.635,215.027
R&B,New Jack Swing,0.838,0.705,F,-6.131,Minor,0.29,0.195,0,0.336,0.837,96.643,245.093
R&B,New Jack Swing,0.531,0.479,F,-7.776,Minor,0.0306,0.203,4.29e-4,0.155,0.452,189.092,277.667
R&B,New Jack Swing,0.699,0.492,A,-9.449,Minor,0.0318,0.484,0,0.0482,0.388,117.907,264.773
R&B,New Jack Swing,0.615,0.514,B,-9.759,Major,0.0466,0.393,0,0.248,0.822,175.849,260.667
R&B,New Jack Swing,0.613,0.728,A,-5.566,Minor,0.0623,0.0194,0.0122,0.0929,0.71,94.016,226.773
R&B,New Jack Swing,0.833,0.338,F,-12.831,Major,0.127,0.0375,0,0.0459,0.73,81.822,259.667
R&B,New Jack Swing,0.664,0.56,D,-8.708,Minor,0.0298,0.0415,1.05e-5,0.134,0.633,124.811,304.587
R&B,New Jack Swing,0.799,0.624,G sharp/A flat,-5.52,Minor,0.111,0.049,0,0.0542,0.535,92.903,218.36
R&B,New Jack Swing,0.821,0.438,E,-10.639,Minor,0.0738,0.264,0.0374,0.0715,0.867,133.989,248.973
R&B,New Jack Swing,0.607,0.497,B,-7.017,Major,0.0374,0.38,0,0.0681,0.407,125.951,345.133
R&B,New Jack Swing,0.709,0.52,F,-9.365,Minor,0.03,0.0682,0,0.0623,0.454,134.175,379.228
R&B,New Jack Swing,0.733,0.618,D,-12.51,Major,0.0828,0.00121,5.3e-5,0.236,0.556,108.925,258.533
R&B,New Jack Swing,0.889,0.768,E,-9.148,Minor,0.131,0.128,0,0.0769,0.808,104.653,241.48
R&B,New Jack Swing,0.66,0.873,A sharp/B flat,-6.952,Major,0.0461,0.0152,0.00324,0.331,0.864,111.872,332.307
R&B,New Jack Swing,0.813,0.693,A sharp/B flat,-8,Minor,0.266,0.0341,0,0.121,0.618,103.508,391.693
R&B,New Jack Swing,0.774,0.81,C sharp/D flat,-7.775,Major,0.0649,0.0677,7.01e-4,0.0269,0.526,107.709,257.4
R&B,New Jack Swing,0.91,0.661,G,-4.397,Major,0.0912,0.0445,0,0.237,0.577,103.33,297.56
R&B,New Jack Swing,0.707,0.942,D,-5.32,Major,0.105,0.0057,1e-5,0.177,0.832,114.173,235.265
R&B,New Jack Swing,0.806,0.786,F,-7.509,Major,0.0835,0.202,4.95e-6,0.436,0.859,108.356,241.187
R&B,New Jack Swing,0.724,0.613,C sharp/D flat,-7.502,Major,0.0321,0.0515,0.00739,0.0353,0.709,104.077,343.547
R&B,New Jack Swing,0.717,0.91,G,-7.256,Major,0.072,0.00427,0.158,0.347,0.648,113.728,247.213
R&B,New Jack Swing,0.749,0.845,B,-7.754,Minor,0.0823,6.07e-4,0.00118,0.269,0.763,114.414,382.987
R&B,New Jack Swing,0.8,0.624,C sharp/D flat,-13.931,Major,0.0704,0.0217,0,0.496,0.784,107.932,273.76
R&B,New Jack Swing,0.822,0.635,F,-7.89,Minor,0.0633,0.275,0.0106,0.0638,0.715,105.327,295.333
R&B,New Jack Swing,0.758,0.785,A,-9.444,Minor,0.0554,0.00723,3.11e-4,0.267,0.518,108.296,221.8
R&B,New Jack Swing,0.706,0.886,A sharp/B flat,-6.335,Minor,0.0463,0.0797,2.07e-5,0.0509,0.914,108.353,291.467
R&B,New Jack Swing,0.59,0.699,B,-7.529,Minor,0.079,0.00389,4.69e-5,0.0577,0.63,188.269,276.067
R&B,New Jack Swing,0.865,0.56,D,-7.954,Major,0.0567,0.0231,0.0012,0.0833,0.875,101.309,250.667
R&B,New Jack Swing,0.84,0.56,F sharp/G flat,-10.53,Minor,0.21,0.00195,0.00417,0.633,0.775,111.815,261.853
R&B,New Jack Swing,0.831,0.921,F,-2.383,Minor,0.0581,0.153,0.00213,0.305,0.794,108.002,239.227
R&B,New Jack Swing,0.716,0.772,A sharp/B flat,-6.816,Minor,0.037,0.134,2.15e-6,0.35,0.67,107.823,272.44
R&B,New Jack Swing,0.62,0.445,C sharp/D flat,-17.154,Minor,0.382,0.00273,0.0145,0.333,0.587,202.134,248.493
R&B,New Jack Swing,0.744,0.697,G sharp/A flat,-14.753,Major,0.0631,0.039,0,0.171,0.683,119.955,258.2
R&B,New Jack Swing,0.748,0.799,C sharp/D flat,-9.322,Major,0.0438,0.00348,1.59e-6,0.103,0.795,105.569,275.107
R&B,New Jack Swing,0.808,0.692,B,-12.104,Major,0.05,0.0208,9.14e-5,0.218,0.772,106.954,229.213
R&B,New Jack Swing,0.873,0.721,B,-9.774,Minor,0.0448,0.113,0,0.27,0.81,106.725,241.467
R&B,New Jack Swing,0.817,0.485,G,-11.659,Major,0.143,0.0525,2.1e-4,0.0391,0.672,100.978,228.267
R&B,New Jack Swing,0.653,0.976,B,-5.173,Minor,0.0797,0.0374,0.00173,0.561,0.447,105.575,271.64
R&B,New Jack Swing,0.788,0.774,F sharp/G flat,-11.399,Major,0.111,0.101,0,0.94,0.784,110.491,249.836
R&B,New Jack Swing,0.8,0.718,A sharp/B flat,-10.765,Minor,0.044,0.0124,0.00219,0.0478,0.801,110.087,286.373
R&B,New Jack Swing,0.667,0.893,B,-7.083,Major,0.0364,0.1,0.592,0.549,0.963,111.705,386.533
R&B,New Jack Swing,0.675,0.983,G,-6.349,Major,0.0571,0.0312,2.03e-4,0.191,0.717,111.904,249.8
R&B,New Jack Swing,0.698,0.977,G,-3.849,Major,0.0741,0.265,4.75e-6,0.078,0.587,113.325,295.333
R&B,New Jack Swing,0.633,0.931,C sharp/D flat,-7.752,Major,0.0686,0.0504,0.109,0.375,0.676,109.116,330.933
R&B,New Jack Swing,0.826,0.709,F,-14.279,Major,0.0646,0.0594,0,0.316,0.779,109.869,288.373
R&B,New Jack Swing,0.884,0.96,D,-4.613,Major,0.0721,0.0487,0.0228,0.271,0.617,116.273,338.173
R&B,New Jack Swing,0.826,0.771,C sharp/D flat,-6.469,Minor,0.0385,0.0289,1.55e-5,0.0361,0.856,111.749,310.497
R&B,New Jack Swing,0.82,0.85,G,-5.729,Major,0.0911,0.0138,0.0102,0.107,0.43,109.903,487.373
R&B,New Jack Swing,0.702,0.897,C sharp/D flat,-6.615,Major,0.0618,0.00216,2.24e-4,0.342,0.591,108.03,440.627
R&B,New Jack Swing,0.732,0.848,A sharp/B flat,-7.035,Minor,0.0574,0.135,1.36e-6,0.273,0.66,111.308,299.863
R&B,New Jack Swing,0.676,0.758,G,-10.397,Major,0.069,2.18e-4,7.54e-4,0.0291,0.679,102.727,281.533
R&B,New Jack Swing,0.714,0.782,B,-9.207,Major,0.132,0.00124,0.0519,0.244,0.55,97.997,454
R&B,New Jack Swing,0.724,0.939,E,-8.041,Minor,0.0927,0.00414,1.31e-5,0.289,0.758,105.733,269.267
R&B,New Jack Swing,0.737,0.791,A sharp/B flat,-10.02,Minor,0.0824,0.0446,0.0265,0.24,0.772,104.259,493.5
R&B,New Jack Swing,0.796,0.838,C sharp/D flat,-4.646,Major,0.0385,0.00245,0.0897,0.157,0.388,115.577,312.8
R&B,New Jack Swing,0.68,0.961,A,-9.85,Minor,0.0538,0.0146,0.00974,0.0527,0.609,111.599,335
R&B,New Jack Swing,0.732,0.765,C sharp/D flat,-7.95,Major,0.0896,0.0145,5.72e-6,0.0439,0.689,96.056,298.427
R&B,New Jack Swing,0.702,0.733,D,-8.149,Major,0.0386,0.00164,6.12e-6,0.514,0.859,102.829,242.733
R&B,New Jack Swing,0.798,0.747,G,-10.036,Major,0.0443,0.00178,0,0.0742,0.693,105.518,331.8
R&B,New Jack Swing,0.814,0.771,G,-9.753,Major,0.0452,6.66e-4,5.52e-5,0.0504,0.713,105.551,398.827
R&B,New Jack Swing,0.767,0.774,B,-8.911,Minor,0.0788,0.0272,0,0.293,0.622,108.014,288.973
R&B,New Jack Swing,0.73,0.782,C sharp/D flat,-6.603,Major,0.0266,0.0391,0.0164,0.227,0.921,102.93,216.6
R&B,New Jack Swing,0.775,0.832,F sharp/G flat,-8.248,Major,0.0398,0.00256,0.021,0.178,0.633,104.973,270.2
R&B,New Jack Swing,0.742,0.83,F sharp/G flat,-7.397,Minor,0.0518,0.122,1.13e-5,0.213,0.737,102.697,251.867
R&B,New Jack Swing,0.738,0.964,B,-5.664,Minor,0.0779,0.0893,1.05e-6,0.255,0.685,106.649,234.493
R&B,New Jack Swing,0.609,0.715,C sharp/D flat,-10.107,Minor,0.103,0.0187,0.0575,0.341,0.911,208.209,242.893
R&B,New Jack Swing,0.578,0.861,C sharp/D flat,-7.22,Major,0.055,8.68e-4,0.184,0.126,0.723,102.597,283.6
R&B,New Jack Swing,0.67,0.679,F sharp/G flat,-10.108,Major,0.0439,1.05e-4,0.267,0.0643,0.563,104.883,321.027
R&B,New Jack Swing,0.815,0.364,G sharp/A flat,-11.834,Minor,0.089,0.14,0.0255,0.121,0.723,84.898,346.267
R&B,New Jack Swing,0.65,0.496,F,-12.349,Minor,0.0331,0.305,0,0.33,0.576,115.775,300.907
R&B,New Jack Swing,0.764,0.525,G sharp/A flat,-5.969,Major,0.048,0.0296,0,0.0993,0.787,95.813,289.413
R&B,New Jack Swing,0.402,0.205,F sharp/G flat,-11.232,Major,0.038,0.758,0,0.147,0.42,143.994,189.027
R&B,New Jack Swing,0.719,0.534,F sharp/G flat,-7.339,Minor,0.0262,0.0358,0.00141,0.0762,0.298,124.05,307.4
R&B,New Jack Swing,0.683,0.384,G sharp/A flat,-11.247,Major,0.112,0.374,0,0.034,0.869,175.537,252.667
R&B,New Jack Swing,0.654,0.817,C,-5.898,Major,0.153,0.124,1.18e-5,0.156,0.649,90.063,257.333
R&B,New Jack Swing,0.592,0.499,F,-7.806,Major,0.277,0.174,0,0.122,0.863,125.824,244.416
R&B,New Jack Swing,0.838,0.917,F sharp/G flat,-7.977,Major,0.0666,0.0493,0,0.315,0.663,101.548,315.453
R&B,New Jack Swing,0.507,0.709,A,-6.751,Minor,0.0484,0.133,0,0.447,0.36,135.813,271.673
R&B,New Jack Swing,0.707,0.644,G sharp/A flat,-7.017,Major,0.0287,0.174,0,0.069,0.576,97.124,242
R&B,New Jack Swing,0.612,0.542,F,-7.563,Major,0.0264,0.0781,0,0.0763,0.433,76.744,294.6
R&B,New Jack Swing,0.555,0.543,D sharp/E flat,-8.874,Minor,0.0272,0.428,0,0.105,0.359,164.021,269.027
R&B,New Jack Swing,0.478,0.59,A,-7.07,Major,0.0353,0.0911,0,0.969,0.326,155.625,303.653
