"Genre","SubGenre","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Duration"
"Latin","Reggaeton",0.646,0.865,"Fsharp/Gflat",-4.215,"Major",0.0983,0.269,4.16e-06,0.11,0.762,191.954,217.093
"EDM","Big Room",0.686,0.778,"B",-10.541,"Minor",0.0854,0.00588,0.0474,0.46,0.275,128.011,285.419
"Rock","Classic Rock",0.77,0.734,"Csharp/Dflat",-8.029,"Major",0.135,0.602,0.0311,0.143,0.686,93.08,492.293
"Pop","Electropop",0.786,0.902,"Fsharp/Gflat",-5.323,"Minor",0.0464,0.155,0.00668,0.0174,0.953,134.149,224.2
"Rap","Trap",0.595,0.792,"Csharp/Dflat",-4.037,"Minor",0.0675,0.0023,7e-04,0.182,0.338,130.035,186.462
"Latin","Latin Hip-Hop",0.689,0.778,"G",-5.148,"Major",0.11,0.0216,0.22,0.107,0.235,106.228,202.555
"EDM","Progessive Electro House",0.624,0.863,"F",-7.981,"Minor",0.0633,0.006,0.781,0.378,0.188,144.968,149.905
"Rap","Trap",0.623,0.947,"Csharp/Dflat",-3.347,"Major",0.25,0.00598,0.788,0.279,0.457,164.029,214.138
"Rock","Classic Rock",0.678,0.693,"Csharp/Dflat",-6.133,"Major",0.0249,0.0139,0,0.0596,0.623,107.415,217.707
"Pop","Indie Poptimism",0.746,0.67,"C",-5.072,"Major",0.0594,0.0408,0.194,0.133,0.629,125.016,238.64
"Rap","Southern Hip-Hop",0.565,0.916,"G",-4.715,"Minor",0.052,0.00439,0.488,0.617,0.0795,127.844,202.412
"R&B","Hip-Pop",0.758,0.804,"B",-4.704,"Minor",0.0531,0.106,2.78e-05,0.169,0.197,100.003,170.4
"EDM","Pop EDM",0.598,0.842,"F",-5.612,"Minor",0.0815,0.0978,7.67e-05,0.644,0.591,103.921,152.461
"Rap","Gangster Rap",0.564,0.563,"A",-9.33,"Minor",0.255,0.506,0,0.113,0.392,176.209,236.613
"Latin","Latin Hip-Hop",0.505,0.71,"Dsharp/Eflat",-3.015,"Major",0.0321,0.19,0.00025,0.329,0.428,89.938,175.2
"Rock","Album Rock",0.614,0.319,"B",-14.196,"Minor",0.0282,0.0937,0,0.116,0.259,98.803,311.133
"Pop","Dance Pop",0.734,0.551,"C",-7.392,"Major",0.032,0.571,1.11e-05,0.123,0.505,99.984,237.534
"EDM","Pop EDM",0.643,0.585,"Asharp/Bflat",-4.73,"Minor",0.145,0.205,2.42e-06,0.0876,0.438,106.794,151.319
"Latin","Tropical",0.765,0.858,"G",-5.881,"Major",0.034,0.313,0.000191,0.0396,0.961,100.358,165.591
"EDM","Progessive Electro House",0.538,0.845,"G",-5.353,"Major",0.0478,0.00145,0.853,0.0555,0.247,128.02,333.88
"R&B","Neo Soul",0.693,0.813,"G",-4.361,"Minor",0.066,0.0496,0,0.289,0.515,90.008,239.453
"Pop","Dance Pop",0.786,0.808,"G",-3.702,"Major",0.0882,0.0846,0.000289,0.0822,0.609,105.027,301.714
"R&B","Neo Soul",0.709,0.557,"Fsharp/Gflat",-12.285,"Minor",0.0292,0.476,8.52e-06,0.132,0.804,132.974,275.4
"R&B","Neo Soul",0.422,0.407,"B",-7.303,"Minor",0.0383,0.603,4.9e-06,0.0455,0.516,170.548,199.307
"EDM","Pop EDM",0.656,0.624,"C",-6.726,"Major",0.0288,0.162,0,0.101,0.286,100.035,173.7
"EDM","Electro House",0.731,0.909,"G",-5.935,"Minor",0.054,0.00768,0.852,0.0661,0.437,127.991,262.5
"Pop","Dance Pop",0.316,0.257,"G",-9.802,"Major",0.0331,0.0168,0.00484,0.244,0.113,77.009,212.184
"R&B","Urban Contemporary",0.609,0.743,"Csharp/Dflat",-3.669,"Major",0.116,0.0234,0,0.11,0.58,143.956,196.707
"EDM","Progessive Electro House",0.758,0.49,"Fsharp/Gflat",-7.98,"Minor",0.032,0.357,0.000699,0.0795,0.428,119.969,291.58
"Latin","Latin Hip-Hop",0.627,0.675,"F",-7.125,"Minor",0.213,0.125,0,0.0784,0.961,79.31,277.107
"Rock","Hard Rock",0.294,0.92,"Asharp/Bflat",-2.471,"Minor",0.0635,4.11e-05,0.000232,0.0804,0.582,184.007,228.72
"Rock","Permanent Wave",0.438,0.94,"D",-3.249,"Major",0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261
"Rap","Hip-Hop",0.721,0.669,"Asharp/Bflat",-11.507,"Minor",0.182,0.175,0,0.0996,0.812,89.121,269.663
"R&B","Neo Soul",0.682,0.378,"Fsharp/Gflat",-11.524,"Minor",0.235,0.606,0.0322,0.11,0.598,91.403,183.427
"Rap","Hip-Hop",0.468,0.516,"G",-10.006,"Major",0.36,0.439,0.000735,0.382,0.535,160.062,302.355
"R&B","Neo Soul",0.809,0.422,"F",-11.005,"Minor",0.325,0.236,0.000185,0.114,0.56,166.006,207.597
"Rock","Permanent Wave",0.472,0.652,"Csharp/Dflat",-10.171,"Minor",0.0305,0.0131,1.12e-05,0.14,0.401,140.124,340.2
"Rock","Album Rock",0.616,0.766,"F",-11.095,"Major",0.0321,0.0268,1.05e-06,0.329,0.883,105.764,294.267
"EDM","Pop EDM",0.628,0.833,"B",-4.126,"Minor",0.0282,0.0079,1.48e-05,0.074,0.56,128.003,218.293
"Pop","Post-Teen Pop",0.604,0.787,"C",-3.674,"Minor",0.103,0.0679,0.15,0.127,0.301,126.062,245.04
"Rap","Trap",0.84,0.577,"Csharp/Dflat",-10.368,"Major",0.424,0.09,0,0.0438,0.768,122.942,282
"Pop","Electropop",0.638,0.899,"Gsharp/Aflat",-7.013,"Major",0.0774,1e-04,0.829,0.118,0.343,114.993,172.109
"Rap","Trap",0.883,0.668,"A",-2.957,"Major",0.113,0.11,0.000529,0.0734,0.676,87.972,226.533
"R&B","Neo Soul",0.67,0.442,"D",-7.755,"Minor",0.0582,0.0822,3.51e-05,0.0699,0.399,78.084,288.4
"Rap","Gangster Rap",0.914,0.408,"Asharp/Bflat",-6.712,"Minor",0.141,0.0268,0.00179,0.116,0.0944,140.026,150.909
"Latin","Latin Pop",0.756,0.68,"B",-8.558,"Minor",0.0362,0.462,0.0145,0.0548,0.792,95.019,229.263
"Latin","Tropical",0.6,0.848,"E",-3.967,"Major",0.0433,0.0157,0,0.243,0.437,124.082,213.223
"Rap","Hip-Hop",0.79,0.677,"G",-5.27,"Major",0.104,0.0151,1.06e-05,0.169,0.75,160.001,239.987
"Rock","Hard Rock",0.407,0.834,"Fsharp/Gflat",-9.224,"Major",0.208,0.0734,0.00021,0.241,0.71,121.38,205.293
"Rock","Album Rock",0.562,0.258,"A",-16.628,"Minor",0.0321,0.847,0.00371,0.0501,0.604,81.942,236.88
"Latin","Tropical",0.828,0.588,"D",-7.14,"Major",0.118,0.0156,0,0.124,0.598,94.052,224.681
"EDM","Big Room",0.686,0.903,"G",-4.604,"Major",0.171,0.000788,0.00247,0.2,0.0391,129.995,225.231
"Pop","Dance Pop",0.677,0.811,"B",-4.53,"Minor",0.043,0.0012,0.00761,0.0896,0.185,128.004,216.967
"Rap","Gangster Rap",0.78,0.768,"Fsharp/Gflat",-4.325,"Minor",0.238,0.0371,2.34e-06,0.518,0.507,80.063,404.107
"R&B","Hip-Pop",0.726,0.71,"Csharp/Dflat",-6.144,"Minor",0.362,0.629,1.16e-06,0.177,0.402,103.873,200.909
"R&B","Hip-Pop",0.74,0.558,"Gsharp/Aflat",-8.115,"Major",0.102,0.566,0,0.112,0.421,140.057,220.88
"R&B","Neo Soul",0.554,0.443,"G",-7.461,"Minor",0.211,0.185,1.92e-05,0.16,0.483,83.892,289.48
"Pop","Indie Poptimism",0.602,0.304,"D",-9.948,"Minor",0.0736,0.345,0.0231,0.0969,0.156,73.33,240.76
"Latin","Reggaeton",0.535,0.859,"Gsharp/Aflat",-2.946,"Major",0.106,0.303,0,0.0934,0.773,89.514,206.839
"EDM","Pop EDM",0.719,0.747,"B",-6.369,"Minor",0.0448,0.0108,0.128,0.066,0.498,124.998,215.474
"Rock","Hard Rock",0.794,0.427,"B",-15.492,"Major",0.029,0.334,1.04e-05,0.0703,0.751,105.732,213.4
"Pop","Post-Teen Pop",0.602,0.658,"Csharp/Dflat",-5.947,"Major",0.055,0.0233,5.78e-05,0.229,0.28,145.084,197.547
"Rock","Classic Rock",0.443,0.727,"E",-7.951,"Major",0.145,0.263,0.000141,0.169,0.566,160.82,253.333
"Pop","Electropop",0.791,0.756,"C",-8.538,"Major",0.0341,0.00959,0.0423,0.112,0.681,128.065,192.053
"R&B","Neo Soul",0.79,0.607,"E",-8.273,"Minor",0.182,0.148,0.00104,0.296,0.395,120.014,168.193
"Pop","Electropop",0.444,0.819,"Asharp/Bflat",-4.078,"Minor",0.341,0.106,0,0.107,0.747,82.695,187.973
"R&B","Urban Contemporary",0.675,0.506,"Fsharp/Gflat",-7.69,"Major",0.0857,0.105,0,0.0586,0.322,129.884,210.895
"R&B","New Jack Swing",0.775,0.832,"Fsharp/Gflat",-8.248,"Major",0.0398,0.00256,0.021,0.178,0.633,104.973,270.2
"Rap","Trap",0.852,0.432,"Csharp/Dflat",-8.04,"Minor",0.501,0.0599,0,0.146,0.258,140.042,236.571
"Rock","Album Rock",0.312,0.862,"A",-8.888,"Major",0.0738,0.015,4.27e-05,0.616,0.579,118.816,242.12
"Latin","Latin Pop",0.842,0.793,"F",-4.268,"Major",0.119,0.31,0,0.154,0.857,122.991,214.573
"Pop","Post-Teen Pop",0.568,0.686,"B",-4.901,"Minor",0.0903,0.133,0,0.11,0.4,148.294,208.733
"EDM","Electro House",0.806,0.64,"Gsharp/Aflat",-8.055,"Minor",0.107,0.00144,0.851,0.295,0.184,123.004,255.61
"Rock","Permanent Wave",0.454,0.721,"F",-8.676,"Major",0.0382,0.000495,0,0.334,0.727,161.975,186.567
"Latin","Latin Hip-Hop",0.785,0.626,"E",-8.03,"Minor",0.0675,0.158,4.6e-06,0.181,0.183,154.946,193.211
"EDM","Electro House",0.786,0.825,"Csharp/Dflat",-9.972,"Major",0.0646,0.00513,0.661,0.183,0.343,128.003,136.875
"Rock","Classic Rock",0.578,0.848,"F",-6.842,"Major",0.0261,0.0563,0.00426,0.0963,0.779,87.246,264.093
"R&B","Neo Soul",0.594,0.839,"Asharp/Bflat",-5.467,"Minor",0.333,0.0582,0,0.136,0.577,87.014,250.987
"Rock","Permanent Wave",0.568,0.838,"Csharp/Dflat",-6.138,"Major",0.0266,0.0889,0.0567,0.0994,0.852,104.988,245.867
"EDM","Pop EDM",0.646,0.644,"D",-6.763,"Major",0.031,0.0243,0,0.0888,0.251,99.999,221.52
"EDM","Electro House",0.425,0.88,"B",-4.931,"Minor",0.0459,0.00579,0.926,0.0828,0.063,179.658,230.374
"Rock","Hard Rock",0.382,0.94,"Gsharp/Aflat",-6.105,"Minor",0.0682,1.05e-05,0.293,0.349,0.356,145.987,209.48
"Rock","Album Rock",0.252,0.592,"A",-7.778,"Minor",0.0314,0.0568,0.000285,0.14,0.229,170.094,176.88
"R&B","Urban Contemporary",0.506,0.45,"D",-12.565,"Major",0.364,0.0683,0.000225,0.103,0.131,177.978,182.387
"Rock","Hard Rock",0.472,0.641,"F",-10.719,"Major",0.0282,0.00108,4.85e-05,0.215,0.877,76.978,256.96
"Rock","Hard Rock",0.312,0.832,"Csharp/Dflat",-4.244,"Minor",0.0673,0.000256,0.00191,0.177,0.199,75.707,241.68
"Pop","Indie Poptimism",0.795,0.83,"Fsharp/Gflat",-5.491,"Major",0.0343,0.13,5.34e-05,0.0806,0.824,119.98,172.293
"Rock","Hard Rock",0.548,0.953,"Gsharp/Aflat",-4.688,"Major",0.0934,0.000189,0.00288,0.0432,0.448,127.826,207.213
"EDM","Progessive Electro House",0.803,0.852,"Csharp/Dflat",-7.911,"Minor",0.0493,9.02e-05,0.901,0.0712,0.103,124.981,392.41
"Pop","Indie Poptimism",0.717,0.616,"Gsharp/Aflat",-6.598,"Major",0.0903,0.0741,0.00285,0.367,0.354,102.981,158.447
"Rap","Gangster Rap",0.719,0.538,"Fsharp/Gflat",-12.287,"Minor",0.237,0.0415,0.104,0.0825,0.275,85.99,278.974
"Rap","Southern Hip-Hop",0.929,0.339,"Csharp/Dflat",-10.881,"Major",0.371,0.0373,1.96e-05,0.187,0.273,98.986,203.2
"Latin","Latin Hip-Hop",0.774,0.626,"Dsharp/Eflat",-4.432,"Minor",0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211.475
"Rap","Southern Hip-Hop",0.724,0.623,"Csharp/Dflat",-5.169,"Minor",0.286,0.204,0,0.131,0.448,130.054,348.491
"Pop","Dance Pop",0.64,0.992,"E",-3.318,"Minor",0.0585,0.0832,0.0083,0.109,0.479,123.951,166.237
"Pop","Dance Pop",0.498,0.721,"Asharp/Bflat",-5.232,"Major",0.0282,0.136,0.7,0.0933,0.589,140.027,226.44
"R&B","Urban Contemporary",0.583,0.386,"A",-11.531,"Minor",0.133,0.896,1.01e-05,0.074,0.634,101.045,217.853
"Rap","Hip-Hop",0.784,0.517,"E",-8.981,"Minor",0.209,0.0249,1.44e-06,0.155,0.206,97.991,200.187
"R&B","Hip-Pop",0.7,0.538,"Csharp/Dflat",-5.952,"Major",0.045,0.000204,0,0.105,0.189,136.518,237.733
"R&B","Neo Soul",0.39,0.631,"A",-4.701,"Minor",0.0769,0.209,0,0.277,0.197,123.042,248.544
"Rock","Classic Rock",0.327,0.645,"G",-10.159,"Major",0.0439,0.0466,2.98e-05,0.307,0.43,89.328,255.667
"Pop","Indie Poptimism",0.55,0.689,"Dsharp/Eflat",-7.76,"Minor",0.094,0.0498,0,0.207,0.408,99.904,224.487
"R&B","New Jack Swing",0.72,0.868,"B",-6.497,"Major",0.0528,0.0107,0,0.0508,0.778,105.101,275.6
"Pop","Indie Poptimism",0.589,0.829,"B",-8.187,"Major",0.0364,0.159,6.36e-05,0.363,0.945,101.404,229.72
"Rock","Permanent Wave",0.832,0.428,"F",-8.988,"Major",0.404,0.347,3.2e-05,0.0684,0.844,81.979,237.422
"Rap","Hip-Hop",0.64,0.492,"Asharp/Bflat",-12.924,"Minor",0.366,0.0745,0,0.124,0.395,159.664,240.08
"Latin","Latin Pop",0.652,0.862,"Gsharp/Aflat",-2.29,"Minor",0.206,0.161,0,0.203,0.727,173.859,210
"R&B","New Jack Swing",0.779,0.477,"Gsharp/Aflat",-8.751,"Minor",0.115,0.0635,0,0.157,0.546,88.987,235.907
"R&B","Urban Contemporary",0.684,0.455,"F",-8.216,"Major",0.0307,0.215,1.08e-06,0.263,0.487,97.956,216.893
"Rock","Hard Rock",0.502,0.905,"Csharp/Dflat",-5.658,"Minor",0.0713,0.00151,0,0.305,0.405,135.001,165.747
"Rock","Permanent Wave",0.451,0.931,"A",-3.871,"Major",0.0719,0.00076,0.0049,0.361,0.172,122.961,302.84
"Rap","Trap",0.68,0.876,"Fsharp/Gflat",-4.472,"Minor",0.213,0.44,0,0.128,0.491,127.267,221.122
"Latin","Tropical",0.735,0.712,"B",-5.119,"Minor",0.0326,0.732,0,0.302,0.894,131.938,229.333
"Pop","Electropop",0.535,0.951,"G",-5.859,"Major",0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304.08
"Rap","Southern Hip-Hop",0.682,0.595,"D",-7.787,"Minor",0.0908,0.184,0,0.128,0.404,147.996,226.992
"EDM","Big Room",0.587,0.929,"D",-4.783,"Major",0.0525,0.00411,0.767,0.184,0.123,124.053,160.645
"EDM","Big Room",0.721,0.737,"Asharp/Bflat",-6.659,"Minor",0.052,0.0125,0.624,0.346,0.544,132.018,212.77
"EDM","Electro House",0.617,0.756,"B",-5.611,"Major",0.0441,0.203,1.09e-05,0.072,0.571,127.961,268.125
"Latin","Reggaeton",0.814,0.647,"Gsharp/Aflat",-5.651,"Minor",0.0443,0.0583,0,0.0854,0.604,93.977,206.924
"EDM","Electro House",0.676,0.918,"Csharp/Dflat",-6.705,"Major",0.0449,0.00022,0.892,0.465,0.364,125.975,201.915
"R&B","Neo Soul",0.76,0.59,"Gsharp/Aflat",-6.721,"Minor",0.0634,0.146,0,0.145,0.762,119.995,180.036
"EDM","Electro House",0.764,0.908,"G",-3.976,"Major",0.0735,0.00862,0.742,0.0977,0.354,124.019,194.748
"Rock","Classic Rock",0.543,0.964,"Fsharp/Gflat",-5.687,"Major",0.0515,0.411,0.00205,0.047,0.777,100.456,279.493
"EDM","Pop EDM",0.554,0.786,"G",-5.837,"Major",0.132,0.122,0,0.468,0.823,104.957,231.813
"R&B","Hip-Pop",0.589,0.137,"D",-19.26,"Major",0.0307,0.595,7e-04,0.105,0.139,134.681,244.994
"Rock","Hard Rock",0.219,0.952,"D",-3.621,"Major",0.176,5.1e-05,0.0989,0.157,0.172,112.886,176.307
"Rap","Southern Hip-Hop",0.866,0.454,"C",-9.383,"Major",0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247.067
"Latin","Latin Hip-Hop",0.76,0.838,"G",-3.828,"Minor",0.0529,0.547,1.3e-06,0.0664,0.745,93.05,210.323
"R&B","Urban Contemporary",0.689,0.857,"Csharp/Dflat",-7.278,"Major",0.057,0.0182,0.344,0.07,0.173,128.005,175.006
"Rap","Southern Hip-Hop",0.456,0.929,"D",-4.576,"Major",0.453,0.0415,0,0.121,0.393,168.114,236.373
"Rap","Gangster Rap",0.699,0.91,"D",-8.029,"Major",0.125,0.19,0.00106,0.664,0.249,89.074,301
"Pop","Dance Pop",0.267,0.21,"A",-8.994,"Major",0.0292,0.825,0,0.105,0.288,194.352,183.667
"R&B","Neo Soul",0.498,0.292,"F",-10.656,"Major",0.031,0.511,1.9e-05,0.256,0.348,68.963,280.587
"Pop","Dance Pop",0.591,0.841,"E",-4.351,"Minor",0.0304,0.0119,0,0.395,0.392,109.034,158.805
"Rock","Hard Rock",0.639,0.613,"E",-9.513,"Minor",0.0363,0.234,5.34e-06,0.321,0.755,132.353,195.227
"R&B","Urban Contemporary",0.72,0.657,"B",-6.823,"Minor",0.295,0.0262,2.33e-06,0.209,0.657,172.168,295.387
"Rock","Album Rock",0.631,0.74,"C",-10.798,"Minor",0.0301,0.358,0.765,0.159,0.901,97.081,141.442
"R&B","New Jack Swing",0.402,0.205,"Fsharp/Gflat",-11.232,"Major",0.038,0.758,0,0.147,0.42,143.994,189.027
"R&B","Neo Soul",0.784,0.94,"A",-7.327,"Minor",0.054,0.0716,0.000171,0.133,0.979,137.003,140.182
"Pop","Indie Poptimism",0.63,0.561,"C",-4.906,"Major",0.0369,0.0977,0.00023,0.058,0.492,90.932,192.571
"Latin","Latin Hip-Hop",0.72,0.824,"B",-4.066,"Minor",0.185,0.0199,0,0.389,0.589,88.987,261.023
"EDM","Progessive Electro House",0.539,0.825,"G",-3.972,"Minor",0.0678,0.0234,0,0.172,0.233,127.95,187.5
"R&B","Hip-Pop",0.743,0.422,"G",-11.887,"Minor",0.0331,0.541,2.26e-06,0.149,0.69,111.933,285.92
"EDM","Progessive Electro House",0.743,0.798,"A",-8.263,"Major",0.0557,0.00346,0.00131,0.259,0.928,128.968,360.427
"Rap","Trap",0.862,0.545,"B",-5.931,"Minor",0.351,0.201,0,0.0482,0.546,149.972,118.4
"EDM","Electro House",0.69,0.561,"Csharp/Dflat",-11.253,"Major",0.0522,0.171,0.0497,0.162,0.361,115.038,194.098
"Rap","Southern Hip-Hop",0.784,0.637,"D",-4.227,"Minor",0.281,0.0342,0,0.283,0.747,77.856,258.76
"Rap","Southern Hip-Hop",0.906,0.253,"Csharp/Dflat",-11.742,"Major",0.206,0.0596,0.000108,0.0803,0.138,94.529,206.379
"Rock","Classic Rock",0.438,0.71,"D",-12.412,"Major",0.0919,0.262,0.537,0.221,0.53,145.928,210.373
"Rap","Gangster Rap",0.759,0.73,"C",-7.985,"Minor",0.0516,0.145,3.06e-06,0.11,0.74,115.007,268.434
"Latin","Latin Pop",0.354,0.387,"D",-10.774,"Major",0.0316,0.384,0,0.124,0.467,179.173,323.933
"Pop","Electropop",0.77,0.354,"G",-13.393,"Major",0.167,0.316,0.475,0.186,0.413,109.945,180.92
"Rap","Hip-Hop",0.824,0.676,"Csharp/Dflat",-7.548,"Minor",0.339,0.344,0,0.0998,0.817,172.73,201.144
"EDM","Big Room",0.88,0.821,"F",-2.545,"Minor",0.118,0.0197,0.661,0.234,0.575,127.907,326.888
"Latin","Tropical",0.775,0.699,"Asharp/Bflat",-6.055,"Major",0.106,0.314,5.88e-05,0.115,0.44,104.934,185.866
"Rap","Hip-Hop",0.565,0.427,"Asharp/Bflat",-12.27,"Minor",0.0454,0.745,0.224,0.0989,0.49,139.813,166.587
"Latin","Latin Hip-Hop",0.79,0.903,"B",-3.911,"Minor",0.0468,0.0528,0.0474,0.131,0.398,125.988,129.524
"EDM","Electro House",0.8,0.86,"C",-3.796,"Minor",0.0446,0.306,0.000219,0.24,0.853,108.009,173.453
"Pop","Electropop",0.863,0.588,"Csharp/Dflat",-7.141,"Major",0.0847,0.142,3.42e-05,0.457,0.751,117.911,190.174
"Rap","Gangster Rap",0.854,0.618,"B",-9.215,"Minor",0.322,0.116,0,0.0946,0.44,99.96,211.6
"R&B","Urban Contemporary",0.639,0.907,"A",-7.85,"Major",0.0409,0.0128,0.328,0.704,0.696,97.019,234.333
"Latin","Latin Hip-Hop",0.797,0.881,"B",-4.799,"Minor",0.181,0.00506,0.392,0.189,0.352,126.005,358.1
"Rap","Gangster Rap",0.636,0.674,"E",-6.772,"Minor",0.343,0.015,1.01e-05,0.201,0.464,102.161,289.733
"Rap","Southern Hip-Hop",0.78,0.527,"Gsharp/Aflat",-6.937,"Major",0.0402,0.0206,0.00376,0.118,0.197,112.03,226.187
"EDM","Pop EDM",0.573,0.739,"C",-5.74,"Major",0.129,0.0285,0,0.111,0.451,97.085,230.227
"Rock","Hard Rock",0.445,0.955,"Gsharp/Aflat",-8.027,"Major",0.0856,0.0326,0.284,0.317,0.336,123.343,273.6
"Rock","Album Rock",0.612,0.6,"A",-10.945,"Major",0.0327,0.15,3.04e-06,0.222,0.471,111.203,251.8
"Pop","Indie Poptimism",0.491,0.673,"E",-10.568,"Minor",0.0287,0.186,0,0.369,0.681,88.139,167.045
"Rap","Gangster Rap",0.7,0.771,"Csharp/Dflat",-5.187,"Major",0.226,0.0302,0,0.319,0.621,146.93,205.589
"EDM","Pop EDM",0.657,0.899,"F",-4.857,"Minor",0.159,0.0816,1.62e-06,0.0948,0.586,163.969,167.147
"Rock","Classic Rock",0.21,0.346,"E",-12.069,"Minor",0.0299,0.252,0.336,0.247,0.22,79.026,265.627
"Rap","Gangster Rap",0.731,0.518,"Dsharp/Eflat",-8.423,"Minor",0.304,0.549,0,0.149,0.503,130.081,167.75
"Rap","Hip-Hop",0.834,0.676,"Asharp/Bflat",-6.345,"Minor",0.165,0.158,0,0.113,0.534,101.96,162.843
"Rap","Gangster Rap",0.698,0.847,"Fsharp/Gflat",-5.546,"Minor",0.436,0.00318,7.3e-05,0.0741,0.462,167.948,225.053
"Latin","Reggaeton",0.707,0.87,"G",-2.958,"Major",0.103,0.246,1.97e-06,0.0664,0.801,173.939,262.269
"R&B","New Jack Swing",0.612,0.542,"F",-7.563,"Major",0.0264,0.0781,0,0.0763,0.433,76.744,294.6
"Rock","Album Rock",0.84,0.625,"G",-9.301,"Major",0.0627,0.0347,1.85e-05,0.109,0.669,139.344,162.987
"Pop","Post-Teen Pop",0.851,0.806,"E",-4.62,"Major",0.0787,0.118,1.64e-06,0.121,0.787,118.999,237.2
"EDM","Pop EDM",0.52,0.789,"C",-7.717,"Major",0.0432,0.00491,1.34e-05,0.0816,0.415,174.026,216.347
"Latin","Tropical",0.812,0.85,"C",-3.741,"Major",0.145,0.0799,0,0.17,0.544,115.028,172.54
"Rock","Permanent Wave",0.586,0.51,"Asharp/Bflat",-13.541,"Major",0.0284,0.0792,2.17e-06,0.0969,0.723,123.481,256
"Latin","Latin Hip-Hop",0.738,0.671,"E",-5.754,"Minor",0.226,0.176,0,0.0919,0.607,88.012,268.907
"Latin","Reggaeton",0.788,0.701,"C",-3.064,"Major",0.241,0.313,0.000225,0.249,0.713,180.007,210.36
"EDM","Electro House",0.769,0.682,"A",-4.987,"Minor",0.295,0.00145,0,0.0391,0.732,127.944,247.98
"Latin","Latin Hip-Hop",0.726,0.9,"A",-3.405,"Major",0.22,0.0766,3.66e-06,0.178,0.313,113.016,189.027
"R&B","Urban Contemporary",0.496,0.639,"Fsharp/Gflat",-6.157,"Major",0.055,0.28,0,0.0975,0.305,147.764,224.72
"Rap","Hip-Hop",0.864,0.5,"G",-7.783,"Major",0.25,0.0358,0,0.199,0.845,82.995,272.547
"Rap","Hip-Hop",0.597,0.856,"Asharp/Bflat",-7.089,"Minor",0.0431,0.209,0.0159,0.278,0.771,131.95,167.32
"Rock","Hard Rock",0.402,0.953,"B",-3.253,"Major",0.0955,4.52e-05,0.000125,0.345,0.29,152.038,204.125
"R&B","New Jack Swing",0.723,0.797,"Fsharp/Gflat",-11.597,"Minor",0.0592,0.0348,0,0.465,0.63,111.977,350.933
"Pop","Post-Teen Pop",0.485,0.808,"Fsharp/Gflat",-4.559,"Major",0.0592,0.000335,0,0.135,0.475,136.062,184.107
"Rock","Permanent Wave",0.531,0.909,"B",-4.236,"Major",0.034,0.0175,0,0.231,0.814,97.546,178
"Latin","Tropical",0.73,0.648,"F",-5.867,"Major",0.111,0.487,3.1e-05,0.0843,0.493,100.156,180.296
"EDM","Progessive Electro House",0.667,0.955,"B",-1.828,"Major",0.0481,0.0216,0.0452,0.299,0.436,126.005,185.476
"EDM","Big Room",0.536,0.972,"D",-2.387,"Major",0.0737,0.000169,0.801,0.149,0.431,128.02,306.133
"R&B","Neo Soul",0.688,0.618,"G",-5.245,"Major",0.0462,0.452,0.000371,0.211,0.187,120.011,277.48
"Rap","Trap",0.438,0.587,"F",-10.558,"Minor",0.064,0.0276,0.011,0.121,0.238,149.563,153.604
"Rap","Southern Hip-Hop",0.834,0.917,"Asharp/Bflat",-3.194,"Major",0.205,0.165,0,0.0533,0.601,82.766,214.533
"Latin","Latin Pop",0.511,0.599,"C",-8.883,"Major",0.286,0.13,0,0.1,0.486,92.042,221.34
"Latin","Reggaeton",0.846,0.807,"Asharp/Bflat",-2.329,"Minor",0.105,0.00914,0.144,0.0779,0.442,104.983,122.09
"Rock","Album Rock",0.201,0.327,"Asharp/Bflat",-11.975,"Major",0.0285,0.869,0.846,0.117,0.0945,107.019,97.36
"Pop","Post-Teen Pop",0.477,0.953,"D",-3.007,"Major",0.0692,0.00184,0,0.351,0.545,124.057,178.373
"Latin","Latin Hip-Hop",0.908,0.848,"F",-7.456,"Major",0.0652,0.349,0.916,0.104,0.378,103.008,172.427
"Rap","Trap",0.69,0.566,"Csharp/Dflat",-9.274,"Major",0.0395,0.0103,0.343,0.129,0.441,127.954,196.441
"Pop","Dance Pop",0.577,0.839,"B",-0.993,"Major",0.0473,0.0375,0,0.0947,0.295,147.01,228.265
"Rap","Hip-Hop",0.902,0.472,"Csharp/Dflat",-6.802,"Major",0.469,0.0153,0,0.0539,0.65,140.046,191.975
"Rock","Classic Rock",0.623,0.908,"C",-4.111,"Major",0.0317,0.0059,0,0.0879,0.745,129.028,177.299
"Latin","Tropical",0.818,0.575,"Fsharp/Gflat",-8.454,"Major",0.0457,0.392,2.3e-05,0.118,0.384,107.041,163.738
"R&B","Urban Contemporary",0.325,0.193,"A",-9.835,"Major",0.0379,0.916,0.005,0.111,0.162,89.212,308.25
"Rap","Gangster Rap",0.759,0.604,"Csharp/Dflat",-7.217,"Major",0.0962,0.101,0,0.136,0.472,84.991,189.257
"R&B","Hip-Pop",0.701,0.601,"B",-7.678,"Minor",0.153,0.197,0,0.0649,0.564,83.433,258.667
